Day,000060,000080,000100,000120,000150,000240,000250,000270,000660,000670,000720,000810,000880,000990,001230,001440,001450,001740,002380,002790,003000,003090,003380,003410,003490,003670,003800,004000,004020,004170,004370,004490,004800,004990,005250,005290,005300,005380,005385,005387,005490,005830,005850,005930,005935,005940,006260,006280,006360,006400,006650,006730,006800,007070,007310,007390,008560,008770,008930,009150,009240,009540,009830,009900,010060,010120,010130,010620,010780,010950,011000,011070,011170,011200,011210,011780,012330,012450,012510,012750,013120,013890,014680,015750,015760,016360,016380,017670,017800,018260,018880,019170,020150,021240,022100,023530,024110,025900,025980,026960,027360,028050,028260,028300,028670,029780,030000,030190,030200,030520,031390,031430,032190,032300,032350,032500,032620,032640,032830,033290,033310,033640,033780,034020,034220,034230,034730,035080,035250,035420,035600,035720,035760,035890,035900,036030,036460,036490,036540,036570,036810,036830,036930,038500,039030,039200,039490,039840,041190,041510,041960,042000,042660,042700,043150,046890,047040,047050,047810,048260,048410,048530,049070,051600,051900,051905,051910,051915,052400,052690,053030,053800,055550,056190,058470,058820,060150,060250,060720,061970,064260,064350,064550,064760,065660,066570,066575,066970,067000,067160,067310,067630,068240,068270,068760,069080,069500,069620,069960,071050,073240,074600,078020,078130,078340,078600,078930,081660,082270,083790,084110,084370,084850,084990,085660,086280,086390,086450,086790,086900,088350,088800,089030,089970,089980,090430,090460,091700,091990,092040,092190,095610,095660,095700,096530,096770,097950,098460,099320,100090,101490,102110,102710,102780,104480,105560,108320,110790,111770,112040,112610,120110,121800,122450,122630,122870,128940,131290,131370,131970,137400,138040,138930,139130,139480,140410,140860,141080,143240,144510,145020,151860,151910,153130,161390,161890,166090,175330,178320,178920,180640,181710,183300,183490,185490,185750,192820,194480,196170,200130,204270,204320,205470,206640,206650,207940,213420,214150,214320,214370,214450,214980,215000,215200,216080,217270,218410,220630,222080,222800,226950,230360,232140,235980,237690,240810,241560,243070,247540,251270,252670,253450,256840,263720,263750,267250,267980,268600,271560,272210,272290,273130,278280,278530,282330,285130,287410,290510,290650,292150,293490,293780,294090,294870,298000,298020,298050,298380,299030,299660,299900,307950,314130,316140,319400,319660,321550,323990,326030,330590,330860,336260,336370,347860,348150,348210,352820,357780,363280,950130
2021-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-29,30776,30500,59304,133963,120343,15547,45808,80753,115500,642011,47686,207160,31642,72900,15119,1862,24538,5099,304700,44334,13064,30300,9890,7691,27283,159419,42777,80274,39808,221552,287270,81185,95800,32077,26400,36057,138562,205641,96827,97494,274171,55074,34900,72348,66436,12842,54596,226500,38900,712832,179375,8864,8967,30368,455192,17650,5125,75340,54558,170900,84800,96607,34614,27806,112871,55013,520241,75150,43726,85608,27024,291765,204872,25034,75562,161805,240934,43201,77542,75617,5077,81261,308774,5788,22077,46165,10941,309500,42315,154176,13550,40733,137323,72611,6341,90800,11016,107000,10500,32900,3955,22535,113396,36813,5409,33643,22952,18600,30873,30856,38550,152844,14538,47311,16200,40400,7995,13792,64595,7791,10757,33541,84500,23453,20932,15150,256584,5836,23757,390154,17758,125236,144000,1623,50514,7680,37081,406261,6671,695097,23528,38105,16700,4694,108087,28650,107425,33300,10492,69516,9002,26614,24579,33739,37500,14677,5806,20154,30038,113359,19950,23587,22970,41585,1149943,635131,720380,345972,27289,92700,15100,67953,36913,35928,192453,3481,11374,35133,23865,12630,15400,20246,50725,137557,59589,124000,61788,232300,14546,208702,21950,12421,29920,211432,122585,25509,39112,138685,71964,83444,3775,27564,8442,4130,160558,125600,39073,37163,17010,6654,41400,49450,43695,23160,18633,158825,29765,20155,41960,136998,3081,14562,20517,16291,59700,178055,20788,11199,84988,29603,14050,26350,27282,60787,72541,210980,370803,19400,47079,19966,34000,39059,28854,9694,4805,56900,115166,46637,39448,206728,59992,74542,33897,8532,22728,59532,267345,57109,8985,44093,46076,35310,8507,9310,153201,184925,143205,49220,40300,97706,146344,14630,6828,102990,39400,40950,59299,8307,42081,53514,53170,93100,72537,57500,18426,111867,97436,103798,71896,32651,7054,58093,18642,16525,34459,861613,58800,17733,53372,66600,79127,103288,167080,75623,22146,25735,33750,4695,14712,41680,42044,18113,5789,56325,113479,39581,39250,48817,541263,119000,2310,87136,21550,39318,132881,54963,69298,45690,109000,15352,39154,107593,346100,12803,153000,150948,6205,7194,33103,13587,101827,37937,51270,23111,263069,510000,634270,21483,51706,51543,42300,109166,35698,13288,3016,42862,18913,57477,98600,5659,44842,47969,96700,39350,20000,50413,377099,274434,25077,16634
2021-11-30,30612,32400,59304,130981,120343,15666,45808,80839,118000,639500,47686,206955,31527,72900,15195,1867,24608,5099,307771,44496,13081,30300,9735,7703,27369,158204,42791,80281,40547,221649,289470,81166,96400,32077,26400,36009,138441,209778,96922,98737,273054,55074,37350,72544,66815,12863,54596,226500,37700,712542,180215,8848,8956,30395,454340,17700,5118,75340,54115,171549,85900,96835,34623,27806,112623,55125,519889,74913,43838,85466,26474,291476,209790,25034,77139,160435,242914,43282,77470,75454,5097,81261,308433,5788,22077,46153,10941,309500,42620,154212,15500,37973,138262,72688,6393,90800,11016,107000,10500,30950,3870,22634,113545,36813,5367,33643,22977,19000,30725,30792,38550,152844,14557,47315,16700,40450,7995,13824,65066,7776,10906,33762,85000,23453,20932,15050,255457,5807,23733,385322,17758,125308,144500,1619,52400,7520,37149,404928,6681,701439,23634,38235,16700,4701,108349,28650,109230,33446,10458,69606,8656,26614,24579,33278,36350,14618,5806,20084,30054,113692,19950,23662,22891,41873,1149943,635131,714590,345188,27110,90600,15150,67953,36881,36248,192453,3493,11326,34724,23728,12648,15400,20215,51582,137625,59587,120000,61788,228300,13986,208702,22400,12322,29704,212611,122585,26029,39260,138404,71807,83594,3915,27582,8407,4225,160723,125600,39073,37170,17200,6622,41000,49450,44309,22513,18633,159905,29871,20112,41994,136998,3146,14450,20741,16285,59700,178055,20818,11211,84035,29603,14097,26350,27490,61003,73324,210219,370089,19450,47332,20068,33200,39234,28790,9650,4805,56200,117646,46741,39447,220294,60051,74611,35312,8464,22666,59517,267345,57505,9063,44179,45941,35396,8503,9243,152996,184482,142743,49670,40300,97969,146893,14360,6756,102991,39400,40350,59109,8312,42070,54993,53304,93100,74834,57500,18835,112301,96259,102445,71551,32523,7054,59917,18961,16596,34396,861672,57300,17691,53122,67000,79168,103290,170785,75169,21661,26326,33750,4365,14565,41680,42621,17934,5761,56325,112295,39838,39000,48813,547594,116000,2300,86892,21150,39590,133978,54798,68942,45601,106000,15783,39315,107348,346100,12922,153000,151416,6207,7272,33554,13499,102700,40400,51022,23197,263272,510000,646750,21386,51056,52059,46200,108768,35806,13363,3016,42596,18883,57924,97800,5674,45851,47869,103500,39700,20000,50481,384690,275245,24953,16634
2021-12-01,30231,32050,59304,130190,120343,15596,45808,80726,117500,639500,47686,208562,31514,72900,15420,1873,24788,5056,316315,44543,13064,30300,9812,7697,27437,158499,42742,80281,40913,221649,289280,79957,97100,32077,26400,35907,138887,208392,96817,99346,274048,54547,35600,72721,67165,12838,54596,226500,37850,713813,179070,8843,8961,30395,454340,17650,5114,75340,54115,172035,85000,96835,34595,27806,112789,55152,518824,75419,43972,85375,26160,292557,209587,25034,76998,161955,244138,43520,77550,75394,5101,81261,309606,5764,22077,46165,10941,309500,42620,154077,15750,34847,139593,72551,6362,90800,11016,108700,10500,30050,3900,22678,113224,36435,5393,33685,23037,19000,30797,30817,38550,152844,14651,47306,16600,38900,7988,13831,65097,7803,10829,33796,84200,23453,20932,15200,258652,5864,23768,385458,17758,125409,144000,1619,50932,8060,37263,404817,6676,702372,23953,37496,16700,4670,108738,28650,106920,33486,10497,68907,8280,26614,24541,32739,35600,14649,5806,20084,30019,113177,20750,23712,23140,41873,1149943,635131,725080,345137,26419,90600,15150,67740,36913,36362,192453,3473,11349,34248,23541,12698,15400,20023,51686,137415,59587,122000,61964,240900,13703,208702,23100,12197,29400,212611,122067,26245,38960,138404,71807,83786,4025,27840,8360,4375,160824,125600,38909,37219,17282,6632,41000,48000,44666,22433,18633,158880,29874,20108,41691,136998,3155,14588,20877,16396,59700,178055,20554,11234,84289,29603,14146,25600,27451,61221,74302,210219,369674,19050,47320,20007,33050,39019,28583,9677,4805,57100,117941,46605,39239,225086,60051,74611,36515,8424,22720,59517,267345,57588,8964,44398,45941,35310,8514,9216,152358,184482,142639,49881,41450,97494,146599,14020,6774,102992,39400,39750,59013,8306,41990,54967,53304,93100,74394,57500,18426,112677,93417,102247,70712,32502,7054,59563,18765,16619,34146,863531,56800,17634,53140,66300,79265,103290,170324,74454,21543,26905,32500,4180,14565,41680,43018,17934,5789,56325,113965,40286,39800,48758,547594,120000,2268,86460,26250,39531,134180,54651,69418,45256,105000,15855,39667,107411,348100,12813,158500,152066,6212,7194,33378,13440,102910,37400,51104,23294,262721,510000,644690,21402,50512,52098,50100,108768,35848,13405,3016,42479,18883,57924,98500,5677,46575,47708,112500,38150,20000,50595,384690,276625,24757,16696
2021-12-02,30231,32050,59304,130190,120343,15645,45808,80897,117500,639229,47686,208424,31394,72900,15456,1873,24933,5085,323470,44730,13064,30300,9771,7691,27423,157987,42801,80281,40973,221778,288765,80548,97000,32077,26400,35820,138967,208393,96922,99840,274171,54547,34650,72917,67391,12856,54596,226500,36350,714234,178740,8831,8932,30395,454340,17700,5115,75340,54115,172423,91000,96835,34512,27806,112579,55121,518759,75339,43384,85081,25912,291917,207962,25034,77436,160805,242336,43456,77550,75437,5101,81261,310030,5764,22077,46165,10941,309500,42697,154077,15650,33982,140558,72438,6393,90800,11033,107000,10900,30850,3925,22736,112667,36435,5379,33736,22986,19000,30852,30817,38550,152844,14559,47382,16700,37000,7934,13826,64977,7803,10992,33871,84200,23453,20932,15200,259333,5862,23768,385201,17758,125236,144600,1619,52449,8350,37270,404964,6686,702581,24196,37690,16700,4711,109054,28650,107155,33558,10553,68586,8451,26614,24579,32600,37400,14699,5825,20084,30019,113392,19950,23730,23003,41711,1149943,635131,737160,345188,25818,90600,15150,67740,37060,36354,192453,3473,11329,34180,23444,12572,15400,20062,50790,138381,59587,122000,61964,232300,13571,208702,24150,12088,29155,212611,121904,26235,39042,138404,71807,84571,4045,28382,8344,4375,160982,125600,38790,37257,17282,6590,41000,47900,45005,22400,18633,157785,30014,20092,41860,136998,3127,14537,20926,16582,59700,178055,20166,11119,84345,29603,14115,26300,27369,60907,74234,210688,374027,18400,47339,20120,33050,39003,28583,9666,4805,57600,119521,46640,39289,232383,60102,74611,38333,8441,22720,59097,267345,57629,9026,44559,45941,35310,8539,9206,152358,184482,143149,50143,42650,97918,146721,14496,6776,102994,39400,39750,58830,8321,41978,55199,53782,93400,73528,57500,18389,112759,93711,102291,70562,32469,7054,59305,18806,16754,34146,865538,54300,17614,53140,66600,79290,103292,169721,73573,21534,26421,31200,4050,14568,41680,43524,17934,5889,56325,113679,40689,38950,48701,547594,127500,2248,87187,31200,39618,134831,54203,69486,45242,104500,15847,39753,107341,348100,12802,165000,152048,6219,7194,33402,13443,103209,37100,51104,23195,264840,510000,643200,21411,50048,52374,40600,108768,35592,13334,3016,42426,18801,57924,98500,5674,46578,47708,98800,37200,20000,50465,384690,276557,24863,16639
